,log_E,Freq
0,31.195618739436764,-1.959155126700188
1,31.08198180866622,-1.6581251310362068
2,30.912562106698573,-1.4820338719805255
3,30.86972704321175,-1.3570951353722256
4,30.713112126483548,-1.2601851223641691
5,30.618986159509266,-1.1810038763165442
6,30.441375501230983,-1.1140570866859312
7,30.395312716988645,-1.0560651397082443
8,30.31651631813363,-1.0049126172608631
